"","site","studySub","studyName","subSiteID","Scale","date.no","even","temp_n","duration","initialEven","Sys","Taxon","Trophic","Prediction","Lat","Long","Climate","Protection","area","year0","initialYr","year0Z","initialYrZ","durationZ"
"3741","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",35826,0.58,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,40.08,23.09,12.08,-4.91,-5.99
"3734","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",36038,0.82,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,40.67,23.09,12.67,-4.91,-5.99
"3744","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",36191,0.62,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,41.08,23.09,13.08,-4.91,-5.99
"3732","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",36403,0.67,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,41.66,23.09,13.66,-4.91,-5.99
"3746","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",36556,0.91,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,42.08,23.09,14.08,-4.91,-5.99
"3742","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",36769,0.81,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,42.67,23.09,14.67,-4.91,-5.99
"3743","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",36922,0.96,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,43.09,23.09,15.09,-4.91,-5.99
"3739","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",37134,0.76,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,43.67,23.09,15.67,-4.91,-5.99
"3736","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",37499,0.71,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,44.67,23.09,16.67,-4.91,-5.99
"3735","Non-tidal","IbarraObando","IbarraObando","IbarraObando_Non-tidal_S","gamma",37652,0.83,15,22.01,0.77,"macrophyte","grasses",1,"negative",31.72,-116.655,"subtropical","3_estuary",5,45.08,23.09,17.08,-4.91,-5.99
"5184","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",29829,0.8,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,23.67,23.67,-4.33,-4.33,-6.57
"5193","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",29982,0.69,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,24.08,23.67,-3.92,-4.33,-6.57
"5186","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",30194,0.8,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,24.67,23.67,-3.33,-4.33,-6.57
"5191","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",35673,0.64,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,39.67,23.67,11.67,-4.33,-6.57
"5190","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",35826,0.83,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,40.08,23.67,12.08,-4.33,-6.57
"5192","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",36038,0.79,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,40.67,23.67,12.67,-4.33,-6.57
"5183","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",36191,0.69,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,41.08,23.67,13.08,-4.33,-6.57
"5181","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",36403,0.76,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,41.66,23.67,13.66,-4.33,-6.57
"5182","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",36556,0.71,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,42.08,23.67,14.08,-4.33,-6.57
"5187","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",36769,0.8,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,42.67,23.67,14.67,-4.33,-6.57
"5194","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",36922,0.8,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,43.09,23.67,15.09,-4.33,-6.57
"5189","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",37134,0.78,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,43.67,23.67,15.67,-4.33,-6.57
"5188","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",37499,0.86,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,44.67,23.67,16.67,-4.33,-6.57
"5185","Tidal","IbarraObando","IbarraObando","IbarraObando_Tidal_S","gamma",37652,0.76,14,21.43,0.8,"macrophyte","grasses",1,"none",31.722,-116.651,"subtropical","3_estuary",5,45.08,23.67,17.08,-4.33,-6.57
"1853","Esperance","IMOS","IMOS","IMOS_Esperance_S","gamma",38483,0.609657181,7,1.42,0.609657181,"pelagic","zooplankton",2,"none",-33.9333,121.85,"subtropical","2_unprotected",0.282743339,47.36,47.36,19.36,19.36,-26.58
"1854","Esperance","IMOS","IMOS","IMOS_Esperance_S","gamma",38525,0.825726136,7,1.42,0.609657181,"pelagic","zooplankton",2,"none",-33.9333,121.85,"subtropical","2_unprotected",0.282743339,47.47,47.36,19.47,19.36,-26.58
"1849","Esperance","IMOS","IMOS","IMOS_Esperance_S","gamma",38611,0.875082467,7,1.42,0.609657181,"pelagic","zooplankton",2,"none",-33.9333,121.85,"subtropical","2_unprotected",0.282743339,47.71,47.36,19.71,19.36,-26.58
"1851","Esperance","IMOS","IMOS","IMOS_Esperance_S","gamma",38701,0.732506596,7,1.42,0.609657181,"pelagic","zooplankton",2,"none",-33.9333,121.85,"subtropical","2_unprotected",0.282743339,47.96,47.36,19.96,19.36,-26.58
"1852","Esperance","IMOS","IMOS","IMOS_Esperance_S","gamma",38797,0.627469672,7,1.42,0.609657181,"pelagic","zooplankton",2,"none",-33.9333,121.85,"subtropical","2_unprotected",0.282743339,48.22,47.36,20.22,19.36,-26.58
"1850","Esperance","IMOS","IMOS","IMOS_Esperance_S","gamma",38896,0.443069742,7,1.42,0.609657181,"pelagic","zooplankton",2,"none",-33.9333,121.85,"subtropical","2_unprotected",0.282743339,48.49,47.36,20.49,19.36,-26.58
"1848","Esperance","IMOS","IMOS","IMOS_Esperance_S","gamma",39002,0.663562174,7,1.42,0.609657181,"pelagic","zooplankton",2,"none",-33.9333,121.85,"subtropical","2_unprotected",0.282743339,48.78,47.36,20.78,19.36,-26.58
"2734","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",38671,0.691449047,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,47.87,47.87,19.87,19.87,-26
"2738","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",38700,0.769278168,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,47.95,47.87,19.95,19.87,-26
"2735","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",38728,0.528505962,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,48.03,47.87,20.03,19.87,-26
"2729","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",38826,0.778396164,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,48.3,47.87,20.3,19.87,-26
"2736","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",39041,0.566280371,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,48.89,47.87,20.89,19.87,-26
"2740","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",39064,0.65988845,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,48.95,47.87,20.95,19.87,-26
"2739","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",39135,0.471004751,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,49.14,47.87,21.14,19.87,-26
"2733","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",39160,0.692446357,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,49.21,47.87,21.21,19.87,-26
"2731","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",39198,0.694312007,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,49.32,47.87,21.32,19.87,-26
"2730","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",39280,0.350108615,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,49.54,47.87,21.54,19.87,-26
"2732","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",39380,0.786020261,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,49.82,47.87,21.82,19.87,-26
"2737","Kangaroo Island","IMOS","IMOS","IMOS_Kangaroo Island_S","gamma",39400,0.725266841,12,2,0.691449047,"pelagic","zooplankton",2,"none",-35.836,136.448,"subtropical","2_unprotected",0.282743339,49.87,47.87,21.87,19.87,-26
"2985","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38462,0.752090716,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.3,47.3,19.3,19.3,-25.49
"2961","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38477,0.659835271,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.34,47.3,19.34,19.3,-25.49
"2976","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38503,0.574240881,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.41,47.3,19.41,19.3,-25.49
"2967","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38548,0.851930721,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.54,47.3,19.54,19.3,-25.49
"2962","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38583,0.905293389,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.63,47.3,19.63,19.3,-25.49
"2973","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38601,0.902431058,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.68,47.3,19.68,19.3,-25.49
"2965","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38637,0.819283829,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.78,47.3,19.78,19.3,-25.49
"2983","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38666,0.866198935,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.86,47.3,19.86,19.3,-25.49
"2971","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38692,0.788024863,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,47.93,47.3,19.93,19.3,-25.49
"2979","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38737,0.646621141,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.05,47.3,20.05,19.3,-25.49
"2986","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38805,0.800649523,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.24,47.3,20.24,19.3,-25.49
"2987","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38840,0.73817314,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.34,47.3,20.34,19.3,-25.49
"2964","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38862,0.822497746,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.4,47.3,20.4,19.3,-25.49
"2977","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38882,0.868228506,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.45,47.3,20.45,19.3,-25.49
"2970","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38919,0.876920714,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.55,47.3,20.55,19.3,-25.49
"2975","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",38989,0.705579814,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.74,47.3,20.74,19.3,-25.49
"2966","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39015,0.884510668,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.82,47.3,20.82,19.3,-25.49
"2963","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39064,0.605468824,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,48.95,47.3,20.95,19.3,-25.49
"2968","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39100,0.784981414,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.05,47.3,21.05,19.3,-25.49
"2974","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39135,0.852379643,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.14,47.3,21.14,19.3,-25.49
"2980","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39169,0.870960407,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.24,47.3,21.24,19.3,-25.49
"2972","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39178,0.889415006,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.26,47.3,21.26,19.3,-25.49
"2984","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39232,0.907076638,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.41,47.3,21.41,19.3,-25.49
"2978","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39287,0.886420041,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.56,47.3,21.56,19.3,-25.49
"2969","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39305,0.896791267,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.61,47.3,21.61,19.3,-25.49
"2981","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39358,0.653314241,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.75,47.3,21.75,19.3,-25.49
"2982","Maria Island","IMOS","IMOS","IMOS_Maria Island_S","gamma",39379,0.784593906,27,2.51,0.752090716,"pelagic","zooplankton",2,"none",-42.597,148.233,"temperate","2_unprotected",0.282743339,49.81,47.3,21.81,19.3,-25.49
"3758","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38258,0.78607333,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,46.74,46.74,18.74,18.74,-24.04
"3756","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38289,0.697504891,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,46.83,46.74,18.83,18.74,-24.04
"3773","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38309,0.921127214,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,46.88,46.74,18.88,18.74,-24.04
"3764","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38337,0.796965072,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,46.96,46.74,18.96,18.74,-24.04
"3750","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38365,0.848655835,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.04,46.74,19.04,18.74,-24.04
"3747","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38400,0.831960479,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.13,46.74,19.13,18.74,-24.04
"3757","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38428,0.873404265,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.21,46.74,19.21,18.74,-24.04
"3752","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38457,0.801287759,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.29,46.74,19.29,18.74,-24.04
"3782","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38498,0.750211045,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.4,46.74,19.4,18.74,-24.04
"3786","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38520,0.760842429,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.46,46.74,19.46,18.74,-24.04
"3779","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38552,0.725501225,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.55,46.74,19.55,18.74,-24.04
"3762","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38583,0.782031813,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.63,46.74,19.63,18.74,-24.04
"3775","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38611,0.861007045,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.71,46.74,19.71,18.74,-24.04
"3767","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38630,0.688713885,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.76,46.74,19.76,18.74,-24.04
"3787","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38638,0.775030521,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.78,46.74,19.78,18.74,-24.04
"3778","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38645,0.815216785,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.8,46.74,19.8,18.74,-24.04
"3792","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38656,0.802501452,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.83,46.74,19.83,18.74,-24.04
"3768","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38670,0.83370464,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.87,46.74,19.87,18.74,-24.04
"3771","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38701,0.419601526,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,47.96,46.74,19.96,18.74,-24.04
"3783","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38738,0.728425739,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,48.06,46.74,20.06,18.74,-24.04
"3780","North Stradbroke","IMOS","IMOS","IMOS_North Stradbroke_S","gamma",38762,0.758837272,50,3.96,0.78607333,"pelagic","zooplankton",2,"none",-27.389,153.58,"subtropical","2_unprotected",0.282743339,48.12,46.74,20.12,18.74,-24.04
